ENTREZ_GENE_ID	HUGO_GENE_SYMBOL	GENETIC_ENTITY_ID	TYPE
50814	NSDHL	11387	protein-coding
50823	HMU	41632	unknown
50829	HDPA	41633	unknown
50830	TGCT1	11388	unknown
50831	TAS2R3	11389	protein-coding
50832	TAS2R4	11390	protein-coding
50833	TAS2R16	11391	protein-coding
50834	TAS2R1	11392	protein-coding
50835	TAS2R9	11393	protein-coding
50836	TAS2R8	11394	protein-coding
50837	TAS2R7	11395	protein-coding
50838	TAS2R13	11396	protein-coding
50839	TAS2R10	11397	protein-coding
50840	TAS2R14	11398	protein-coding
50846	DHH	11399	protein-coding
50848	F11R	11400	protein-coding
50852	TRAT1	11401	protein-coding
50853	VILL	11402	protein-coding
50854	C6ORF48	11403	protein-coding
50855	PARD6A	11404	protein-coding
50856	CLEC4A	11405	protein-coding
50858	TTTY1	11406	ncRNA
50859	SPOCK3	11407	protein-coding
50861	STMN3	11408	protein-coding
50862	RNF141	11409	protein-coding
50863	NTM	11410	protein-coding
50865	HEBP1	11411	protein-coding
50937	CDON	11412	protein-coding
50939	IMPG2	11413	protein-coding
50940	PDE11A	11414	protein-coding
50941	IBD5	11415	unknown
50942	IBD6	11416	unknown
50943	FOXP3	11417	protein-coding
50944	SHANK1	11418	protein-coding
50945	TBX22	11419	protein-coding
50947	BHD	41634	unknown
50948	OHDS	41635	unknown
50951	MMVP1	11420	unknown
50952	HMN7A	41636	unknown
50960	MYMY1	11421	unknown
50963	BRKS1	41637	unknown
50964	SOST	11422	protein-coding
50966	ECA1	11423	unknown
50968	FCMTE1	11424	unknown
50970	TSG11	41638	unknown
50971	ENFL2	41639	unknown
50975	TCO	41640	unknown
50976	GRD2	41641	unknown
50979	MHW2	41642	unknown
50982	NIDDM3	41643	unknown
50986	HYT2	41644	unknown
50987	FPEVF	41645	unknown
50989	HMSNO	41646	unknown
50999	TMED5	11425	protein-coding
51000	SLC35B3	11426	protein-coding
51001	MTERF3	11427	protein-coding
51002	TPRKB	11428	protein-coding
51003	MED31	11429	protein-coding
51004	COQ6	11430	protein-coding
51005	AMDHD2	11431	protein-coding
51006	SLC35C2	11432	protein-coding
51008	ASCC1	11433	protein-coding
51009	DERL2	11434	protein-coding
51010	EXOSC3	11435	protein-coding
51011	FAHD2A	11436	protein-coding
51012	PRELID3B	11437	protein-coding
51013	EXOSC1	11438	protein-coding
51014	TMED7	11439	protein-coding
51015	ISOC1	11440	protein-coding
51016	EMC9	11441	protein-coding
51018	RRP15	11442	protein-coding
51019	WASHC3	11443	protein-coding
51020	HDDC2	11444	protein-coding
51021	MRPS16	11445	protein-coding
51022	GLRX2	11446	protein-coding
51023	MRPS18C	11447	protein-coding
51024	FIS1	11448	protein-coding
51025	PAM16	11449	protein-coding
51026	GOLT1B	11450	protein-coding
51027	BOLA1	11451	protein-coding
51028	VPS36	11452	protein-coding
51029	DESI2	11453	protein-coding
51030	TVP23B	11454	protein-coding
51031	GLOD4	11455	protein-coding
51032	CELA2B	11456	protein-coding
51035	UBXN1	11457	protein-coding
51042	ZNF593	11458	protein-coding
51043	ZBTB7B	11459	protein-coding
51046	ST8SIA3	11460	protein-coding
51050	PI15	11461	protein-coding
51052	PRLH	11462	protein-coding
51053	GMNN	11463	protein-coding
51054	PLEKHA8P1	11464	pseudo
51056	LAP3	11465	protein-coding
51057	WDPCP	11466	protein-coding
51058	ZNF691	11467	protein-coding
51059	FAM135B	11468	protein-coding
51060	TXNDC12	11469	protein-coding
51061	TXNDC11	11470	protein-coding
51062	ATL1	11471	protein-coding
51063	CALHM2	11472	protein-coding
51065	RPS27L	11473	protein-coding
51066	SSUH2	11474	protein-coding
51067	YARS2	11475	protein-coding
51068	NMD3	11476	protein-coding
51069	MRPL2	11477	protein-coding
51070	NOSIP	11478	protein-coding
51071	DERA	11479	protein-coding
51072	MEMO1	11480	protein-coding
51073	MRPL4	11481	protein-coding
51074	APIP	11482	protein-coding
51075	TMX2	11483	protein-coding
51076	CUTC	11484	protein-coding
51077	FCF1	11485	protein-coding
51078	THAP4	11486	protein-coding
51079	NDUFA13	11487	protein-coding
51081	MRPS7	11488	protein-coding
51082	POLR1D	11489	protein-coding
51083	GAL	11490	protein-coding
51084	CRYL1	11491	protein-coding
51085	MLXIPL	11492	protein-coding
51086	TNNI3K	11493	protein-coding
51087	YBX2	11494	protein-coding
51088	KLHL5	11495	protein-coding
51090	PLLP	11496	protein-coding
51091	SEPSECS	11497	protein-coding
51092	SIDT2	11498	protein-coding
51093	RRNAD1	11499	protein-coding
51094	ADIPOR1	11500	protein-coding
51095	TRNT1	11501	protein-coding
51096	UTP18	11502	protein-coding
51097	SCCPDH	11503	protein-coding
51098	IFT52	11504	protein-coding
51099	ABHD5	11505	protein-coding
51100	SH3GLB1	11506	protein-coding
51101	ZC2HC1A	11507	protein-coding
51102	MECR	11508	protein-coding
51103	NDUFAF1	11509	protein-coding
51104	ABHD17B	11510	protein-coding
51105	PHF20L1	11511	protein-coding
51106	TFB1M	11512	protein-coding
51107	APH1A	11513	protein-coding
51108	METTL9	11514	protein-coding
51109	RDH11	11515	protein-coding
51110	LACTB2	11516	protein-coding
51111	KMT5B	11517	protein-coding
51112	TRAPPC12	11518	protein-coding
51114	ZDHHC9	11519	protein-coding
51115	RMDN1	11520	protein-coding
51116	MRPS2	11521	protein-coding
51117	COQ4	11522	protein-coding
51118	UTP11	11523	protein-coding
51119	SBDS	11524	protein-coding
51121	RPL26L1	11525	protein-coding
51122	COMMD2	11526	protein-coding
51123	ZNF706	11527	protein-coding
51124	IER3IP1	11528	protein-coding
51125	GOLGA7	11529	protein-coding
51126	NAA20	11530	protein-coding
51127	TRIM17	11531	protein-coding
51128	SAR1B	11532	protein-coding
51129	ANGPTL4	11533	protein-coding
51130	ASB3	11534	protein-coding
51131	PHF11	11535	protein-coding
51132	RLIM	11536	protein-coding
51133	KCTD3	11537	protein-coding
51134	CEP83	11538	protein-coding
51135	IRAK4	11539	protein-coding
51136	RNFT1	11540	protein-coding
51138	COPS4	11541	protein-coding
51141	INSIG2	11542	protein-coding
51142	CHCHD2	11543	protein-coding
51143	DYNC1LI1	11544	protein-coding
51144	HSD17B12	11545	protein-coding
51145	LOC51145	41647	ncRNA
51146	A4GNT	11546	protein-coding
51147	ING4	11547	protein-coding
51148	CERCAM	11548	protein-coding
51149	MRNIP	11549	protein-coding
51150	SDF4	11550	protein-coding
51151	SLC45A2	11551	protein-coding
51152	LINC00328	11552	ncRNA
51154	MRTO4	11553	protein-coding
51155	JPT1	11554	protein-coding
51156	SERPINA10	11555	protein-coding
51157	ZNF580	11556	protein-coding
51160	VPS28	11557	protein-coding
51161	C3ORF18	11558	protein-coding
51162	EGFL7	11559	protein-coding
51163	DBR1	11560	protein-coding
51164	DCTN4	11561	protein-coding
51166	AADAT	11562	protein-coding
51167	CYB5R4	11563	protein-coding
51168	MYO15A	11564	protein-coding
51170	HSD17B11	11565	protein-coding
51171	HSD17B14	11566	protein-coding
51172	NAGPA	11567	protein-coding
51174	TUBD1	11568	protein-coding
51175	TUBE1	11569	protein-coding
51176	LEF1	11570	protein-coding
51177	PLEKHO1	11571	protein-coding
51179	HAO2	11572	protein-coding
51181	DCXR	11573	protein-coding
51182	HSPA14	11574	protein-coding
51184	GPN3	11575	protein-coding
51185	CRBN	11576	protein-coding
51186	TCEAL9	11577	protein-coding
51187	RSL24D1	11578	protein-coding
51188	SS18L2	11579	protein-coding
51191	HERC5	11580	protein-coding
51192	CKLF	11581	protein-coding
51193	ZNF639	11582	protein-coding
51194	IPO11	11583	protein-coding
51195	RAPGEFL1	11584	protein-coding
51196	PLCE1	11585	protein-coding
51198	CDKN2A-DT	11586	ncRNA
51199	NIN	11587	protein-coding
51200	CPA4	11588	protein-coding
51201	ZDHHC2	11589	protein-coding
51202	DDX47	11590	protein-coding
51203	NUSAP1	11591	protein-coding
51204	TACO1	11592	protein-coding
51205	ACP6	11593	protein-coding
51206	GP6	11594	protein-coding
51207	DUSP13	11595	protein-coding
51208	CLDN18	11596	protein-coding
51209	RAB9B	11597	protein-coding
51213	LUZP4	11598	protein-coding
51214	IGF2-AS	11599	ncRNA
51218	GLRX5	11600	protein-coding
51222	ZNF219	11601	protein-coding
51224	ELOA2	11602	protein-coding
51225	ABI3	11603	protein-coding
51226	COPZ2	11604	protein-coding
51227	PIGP	11605	protein-coding
51228	GLTP	11606	protein-coding
51230	PHF20	11607	protein-coding
51231	VRK3	11608	protein-coding
51232	CRIM1	11609	protein-coding
51233	DRICH1	11610	protein-coding
51234	EMC4	11611	protein-coding
51236	HGH1	11612	protein-coding
51237	MZB1	11613	protein-coding
51239	ANKRD39	11614	protein-coding
51241	COX16	11615	protein-coding
51244	CCDC174	11616	protein-coding
51246	SHISA5	11617	protein-coding
51247	PAIP2	11618	protein-coding
51248	PDZD11	11619	protein-coding
51249	TMEM69	11620	protein-coding
51250	C6ORF203	11621	protein-coding
51251	NT5C3A	11622	protein-coding
51252	FAM178B	11623	protein-coding
51253	MRPL37	11624	protein-coding
51255	RNF181	11625	protein-coding
51256	TBC1D7	11626	protein-coding
51257	MARCH2	11627	protein-coding
51258	MRPL51	11628	protein-coding
51259	TMEM216	11629	protein-coding
51260	PBDC1	11630	protein-coding
51263	MRPL30	11631	protein-coding
51264	MRPL27	11632	protein-coding
51265	CDKL3	11633	protein-coding
51266	CLEC1B	11634	protein-coding
51267	CLEC1A	11635	protein-coding
51268	PIPOX	11636	protein-coding
51270	TFDP3	11637	protein-coding
51271	UBAP1	11638	protein-coding
51272	BET1L	11639	protein-coding
51274	KLF3	11640	protein-coding
51275	MAPKAPK5-AS1	11641	ncRNA
51276	ZNF571	11642	protein-coding
51277	DNAJC27	11643	protein-coding
51278	IER5	11644	protein-coding
51279	C1RL	11645	protein-coding
51280	GOLM1	11646	protein-coding
51281	ANKMY1	11647	protein-coding
51282	SCAND1	11648	protein-coding
51283	BFAR	11649	protein-coding
51284	TLR7	11650	protein-coding
51285	RASL12	11651	protein-coding
51286	CEND1	11652	protein-coding
51287	COA4	11653	protein-coding
51289	RXFP3	11654	protein-coding
51290	ERGIC2	11655	protein-coding
51291	GMIP	11656	protein-coding
51292	GMPR2	11657	protein-coding
51293	CD320	11658	protein-coding
51294	PCDH12	11659	protein-coding
51295	ECSIT	11660	protein-coding
51296	SLC15A3	11661	protein-coding
51297	BPIFA1	11662	protein-coding
51298	THEG	11663	protein-coding
51299	NRN1	11664	protein-coding
51300	TIMMDC1	11665	protein-coding
51301	GCNT4	11666	protein-coding
51302	CYP39A1	11667	protein-coding
51303	FKBP11	11668	protein-coding
51304	ZDHHC3	11669	protein-coding
51305	KCNK9	11670	protein-coding
51306	FAM13B	11671	protein-coding
51307	FAM53C	11672	protein-coding
51308	REEP2	11673	protein-coding
51309	ARMCX1	11674	protein-coding
51310	SLC22A17	11675	protein-coding
51311	TLR8	11676	protein-coding
51312	SLC25A37	11677	protein-coding
51313	GASK1B	11678	protein-coding
51314	NME8	11679	protein-coding
51315	KRCC1	11680	protein-coding
51316	PLAC8	11681	protein-coding
51317	PHF21A	11682	protein-coding
51318	MRPL35	11683	protein-coding
51319	RSRC1	11684	protein-coding
51320	MEX3C	11685	protein-coding
51321	AMZ2	11686	protein-coding
51322	WAC	11687	protein-coding
51324	SPG21	11688	protein-coding
51326	ARL17A	11689	protein-coding
51327	AHSP	11690	protein-coding
51329	ARL6IP4	11691	protein-coding
51330	TNFRSF12A	11692	protein-coding
51332	SPTBN5	11693	protein-coding
51333	ZNF771	11694	protein-coding
51334	PRR16	11695	protein-coding
51335	NGRN	11696	protein-coding
51337	THEM6	11697	protein-coding
51338	MS4A4A	11698	protein-coding
51339	DACT1	11699	protein-coding
51340	CRNKL1	11700	protein-coding
51341	ZBTB7A	11701	protein-coding
51343	FZR1	11702	protein-coding
51347	TAOK3	11703	protein-coding
51348	KLRF1	11704	protein-coding
51350	KRT76	11705	protein-coding
51351	ZNF117	11706	protein-coding
51352	WT1-AS	11707	ncRNA
51359	ERVH-4	11708	other
51360	MBTPS2	11709	protein-coding
51361	HOOK1	11710	protein-coding
51362	CDC40	11711	protein-coding
51363	CHST15	11712	protein-coding
51364	ZMYND10	11713	protein-coding
51365	PLA1A	11714	protein-coding
51366	UBR5	11715	protein-coding
51367	POP5	11716	protein-coding
51368	TEX264	11717	protein-coding
51371	POMP	11718	protein-coding
51372	TMA7	11719	protein-coding
51373	MRPS17	11720	protein-coding
51374	ATRAID	11721	protein-coding
51375	SNX7	11722	protein-coding
51377	UCHL5	11723	protein-coding
51378	ANGPT4	11724	protein-coding
51379	CRLF3	11725	protein-coding
51380	CSAD	11726	protein-coding
51382	ATP6V1D	11727	protein-coding
51384	WNT16	11728	protein-coding
51385	ZNF589	11729	protein-coding
51386	EIF3L	11730	protein-coding
51388	NIP7	11731	protein-coding
51389	RWDD1	11732	protein-coding
51390	AIG1	11733	protein-coding
51393	TRPV2	11734	protein-coding
51397	COMMD10	11735	protein-coding
51398	WDR83OS	11736	protein-coding
51399	TRAPPC4	11737	protein-coding
51400	PPME1	11738	protein-coding
51406	NOL7	11739	protein-coding
51409	HEMK1	11740	protein-coding
51411	BIN2	11741	protein-coding
51412	ACTL6B	11742	protein-coding
51421	AMOTL2	11743	protein-coding
51422	PRKAG2	11744	protein-coding
51426	POLK	11745	protein-coding
51427	ZNF107	11746	protein-coding
51428	DDX41	11747	protein-coding
51429	SNX9	11748	protein-coding
51430	SUCO	11749	protein-coding
51433	ANAPC5	11750	protein-coding
51434	ANAPC7	11751	protein-coding
51435	SCARA3	11752	protein-coding
51438	MAGEC2	11753	protein-coding
51439	FAM8A1	11754	protein-coding
51440	HPCAL4	11755	protein-coding
51441	YTHDF2	11756	protein-coding
51442	VGLL1	11757	protein-coding
51444	RNF138	11758	protein-coding
51447	IP6K2	11759	protein-coding
51449	PCYOX1	11760	protein-coding
51450	PRRX2	11761	protein-coding
51451	LCMT1	11762	protein-coding
51454	GULP1	11763	protein-coding
51455	REV1	11764	protein-coding
51458	RHCG	11765	protein-coding
51460	SFMBT1	11766	protein-coding
51463	GPR89B	11767	protein-coding
51465	UBE2J1	11768	protein-coding
51466	EVL	11769	protein-coding
51471	NAT8B	11770	protein-coding
51473	DCDC2	11771	protein-coding
51474	LIMA1	11772	protein-coding
51475	CABP2	11773	protein-coding
51477	ISYNA1	11774	protein-coding
51478	HSD17B7	11775	protein-coding
51479	ANKFY1	11776	protein-coding
51480	VCX2	11777	protein-coding
51481	VCX3A	11778	protein-coding
51490	SPOUT1	11779	protein-coding
51491	NOP16	11780	protein-coding
51493	RTCB	11781	protein-coding
51495	HACD3	11782	protein-coding
51496	CTDSPL2	11783	protein-coding
51497	NELFCD	11784	protein-coding
51499	TRIAP1	11785	protein-coding
51501	HIKESHI	11786	protein-coding
51503	CWC15	11787	protein-coding
51504	TRMT112	11788	protein-coding
51506	UFC1	11789	protein-coding
51507	RTF2	11790	protein-coding
51510	CHMP5	11791	protein-coding
51512	GTSE1	11792	protein-coding
51513	ETV7	11793	protein-coding
51514	DTL	11794	protein-coding
51517	NCKIPSD	11795	protein-coding
51520	LARS	11796	protein-coding
51522	TMEM14C	11797	protein-coding
51523	CXXC5	11798	protein-coding
51524	TMEM138	11799	protein-coding
51526	OSER1	11800	protein-coding
51527	GSKIP	11801	protein-coding
51528	JKAMP	11802	protein-coding
51529	ANAPC11	11803	protein-coding
51530	ZC3HC1	11804	protein-coding
51531	TRMO	11805	protein-coding
51533	PHF7	11806	protein-coding
51534	VTA1	11807	protein-coding
51535	PPHLN1	11808	protein-coding
51537	MTFP1	11809	protein-coding
51538	ZCCHC17	11810	protein-coding
51540	SCLY	11811	protein-coding
51542	VPS54	11812	protein-coding
51545	ZNF581	11813	protein-coding
51547	SIRT7	11814	protein-coding
51548	SIRT6	11815	protein-coding
51550	CINP	11816	protein-coding
51552	RAB14	11817	protein-coding
51554	ACKR4	11818	protein-coding
51555	PEX5L	11819	protein-coding
51557	LGSN	11820	protein-coding
51559	NT5DC3	11821	protein-coding
51560	RAB6B	11822	protein-coding
51561	IL23A	11823	protein-coding
51562	MBIP	11824	protein-coding
51564	HDAC7	11825	protein-coding
51566	ARMCX3	11826	protein-coding
51567	TDP2	11827	protein-coding
51569	UFM1	11828	protein-coding
51571	FAM49B	11829	protein-coding
51573	GDE1	11830	protein-coding
51574	LARP7	11831	protein-coding
51575	ESF1	11832	protein-coding
51581	ERVH-6	11833	other
51582	AZIN1	11834	protein-coding
51585	PCF11	11835	protein-coding
51586	MED15	11836	protein-coding
51588	PIAS4	11837	protein-coding
51592	TRIM33	11838	protein-coding
51593	SRRT	11839	protein-coding
51594	NBAS	11840	protein-coding
51596	CUTA	11841	protein-coding
51599	LSR	11842	protein-coding
51601	LIPT1	11843	protein-coding
51602	NOP58	11844	protein-coding
51603	EEF1AKNMT	11845	protein-coding
51604	PIGT	11846	protein-coding
51605	TRMT6	11847	protein-coding
51606	ATP6V1H	11848	protein-coding
51608	GET4	11849	protein-coding
51611	DPH5	11850	protein-coding
51614	ERGIC3	11851	protein-coding
51616	TAF9B	11852	protein-coding
51617	NSG2	11853	protein-coding
51619	UBE2D4	11854	protein-coding
51621	KLF13	11855	protein-coding
51622	CCZ1	11856	protein-coding
51626	DYNC2LI1	11857	protein-coding
51629	SLC25A39	11858	protein-coding
51631	LUC7L2	11859	protein-coding
51633	OTUD6B	11860	protein-coding
51634	RBMX2	11861	protein-coding
51635	DHRS7	11862	protein-coding
51637	RTRAF	11863	protein-coding
51639	SF3B6	11864	protein-coding
51642	MRPL48	11865	protein-coding
51643	TMBIM4	11866	protein-coding
51645	PPIL1	11867	protein-coding
51646	YPEL5	11868	protein-coding
51647	CIAO2B	11869	protein-coding
51649	MRPS23	11870	protein-coding
51650	MRPS33	11871	protein-coding
51651	PTRH2	11872	protein-coding
51652	CHMP3	11873	protein-coding
51654	CDK5RAP1	11874	protein-coding
51655	RASD1	11875	protein-coding
51657	STYXL1	11876	protein-coding
51659	GINS2	11877	protein-coding
51660	MPC1	11878	protein-coding
51661	FKBP7	11879	protein-coding
51663	ZFR	11880	protein-coding
51665	ASB1	11881	protein-coding
51666	ASB4	11882	protein-coding
51667	NUB1	11883	protein-coding
51668	HSPB11	11884	protein-coding
51669	SARAF	11885	protein-coding
51673	TPPP3	11886	protein-coding
51676	ASB2	11887	protein-coding
51678	MPP6	11888	protein-coding
51684	SUFU	11889	protein-coding
51686	OAZ3	11890	protein-coding
51690	LSM7	11891	protein-coding
51691	LSM8	11892	protein-coding
51692	CPSF3	11893	protein-coding
51693	TRAPPC2L	11894	protein-coding
51696	HECA	11895	protein-coding
51699	VPS29	11896	protein-coding
51700	CYB5R2	11897	protein-coding
51701	NLK	11898	protein-coding
51702	PADI3	11899	protein-coding
51703	ACSL5	11900	protein-coding
51704	GPRC5B	11901	protein-coding
51705	EMCN	11902	protein-coding
51706	CYB5R1	11903	protein-coding
51710	ZNF44	11904	protein-coding
51714	SELENOT	11905	protein-coding
51715	RAB23	11906	protein-coding
51716	CES1P1	11907	pseudo
51719	CAB39	11908	protein-coding
51720	UIMC1	11909	protein-coding
51725	FBXO40	11910	protein-coding
51726	DNAJB11	11911	protein-coding
51727	CMPK1	11912	protein-coding
51728	POLR3K	11913	protein-coding
51729	WBP11	11914	protein-coding
51733	UPB1	11915	protein-coding
51734	MSRB1	11916	protein-coding
51735	RAPGEF6	11917	protein-coding
51738	GHRL	11918	protein-coding
51741	WWOX	11919	protein-coding
51742	ARID4B	11920	protein-coding
51744	CD244	11921	protein-coding
51747	LUC7L3	11922	protein-coding
51750	RTEL1	11923	protein-coding
51751	HIGD1B	11924	protein-coding
51752	ERAP1	11925	protein-coding
51754	TMEM8B	11926	protein-coding
51755	CDK12	11927	protein-coding
51759	C9ORF78	11928	protein-coding
51760	SYT17	11929	protein-coding
51761	ATP8A2	11930	protein-coding
51762	RAB8B	11931	protein-coding
51763	INPP5K	11932	protein-coding
51764	GNG13	11933	protein-coding
51765	STK26	11934	protein-coding
51768	TM7SF3	11935	protein-coding
51773	RSF1	11936	protein-coding
51776	MAP3K20	11937	protein-coding
51778	MYOZ2	11938	protein-coding
51780	KDM3B	11939	protein-coding
51802	ASIC5	11940	protein-coding
51804	SIX4	11941	protein-coding
51805	COQ3	11942	protein-coding
51806	CALML5	11943	protein-coding
51807	TUBA8	11944	protein-coding
51808	PHAX	11945	protein-coding
51809	GALNT7	11946	protein-coding
51816	ADA2	11947	protein-coding
53335	BCL11A	11948	protein-coding
53336	CPXCR1	11949	protein-coding
53338	CAPZA1P	11950	pseudo
53339	BTBD1	11951	protein-coding
53340	SPA17	11952	protein-coding
53341	MHAC	11953	unknown
53342	IL17D	11954	protein-coding
53343	NUDT9	11955	protein-coding
53344	CHIC1	11956	protein-coding
53345	TM6SF2	11957	protein-coding
53346	TM6SF1	11958	protein-coding
53347	UBASH3A	11959	protein-coding
53349	ZFYVE1	11960	protein-coding
53353	LRP1B	11961	protein-coding
53354	PANK1	11962	protein-coding
53358	SHC3	11963	protein-coding
53366	SM2	41648	unknown
53368	MDC1B	41649	unknown
53369	HDL3	41650	unknown
53371	NUP54	11964	protein-coding
53373	TPCN1	11965	protein-coding
53383	MCUR1P1	11966	pseudo
53400	SMG6-IT1	11967	ncRNA
53405	CLIC5	11968	protein-coding
53407	STX18	11969	protein-coding
53409	ATP5MGP3	11970	pseudo
53410	ATP5MGP2	11971	pseudo
53411	ATP5MGP1	11972	pseudo
53615	MBD3	11973	protein-coding
53616	ADAM22	11974	protein-coding
53630	BCO1	11975	protein-coding
53632	PRKAG3	11976	protein-coding
53635	PTOV1	11977	protein-coding
53637	S1PR5	11978	protein-coding
53820	RIPPLY3	11979	protein-coding
53822	FXYD7	11980	protein-coding
53826	FXYD6	11981	protein-coding
53827	FXYD5	11982	protein-coding
53828	FXYD4	11983	protein-coding
53829	P2RY13	11984	protein-coding
53831	GPR84	11985	protein-coding
53832	IL20RA	11986	protein-coding
53833	IL20RB	11987	protein-coding
53834	FGFRL1	11988	protein-coding
53836	GPR87	11989	protein-coding
53838	C11ORF24	11990	protein-coding
53840	TRIM34	11991	protein-coding
53841	CDHR5	11992	protein-coding
53842	CLDN22	11993	protein-coding
53844	COPG2IT1	11994	ncRNA
53904	MYO3A	11995	protein-coding
53905	DUOX1	11996	protein-coding
53916	RAB4B	11997	protein-coding
53917	RAB24	11998	protein-coding
53918	PELO	11999	protein-coding
53919	SLCO1C1	12000	protein-coding
53938	PPIL3	12001	protein-coding
53940	FTHL17	12002	protein-coding
53942	CNTN5	12003	protein-coding
53944	CSNK1G1	12004	protein-coding
53947	A4GALT	12005	protein-coding
53981	CPSF2	12006	protein-coding
54012	ZNF299P	12007	pseudo
54014	BRWD1	12008	protein-coding
54015	VDAC2P1	12009	pseudo
54016	TUBAP	12010	pseudo
54019	SLC6A6P1	12011	pseudo
54020	SLC37A1	12012	protein-coding
54021	SRSF9P1	12013	pseudo
54022	RPS5P3	12014	pseudo
54024	RPS26P1	12015	pseudo
54025	RPS20P1	12016	pseudo
54026	RPL34P3	12017	pseudo
54027	RPL31P1	12018	pseudo
54028	RPL23P2	12019	pseudo
54029	RPL23AP4	12020	pseudo
54031	RIMKLBP1	12021	pseudo
54032	RBPMSLP	12022	pseudo
54033	RBM11	12023	protein-coding
54034	RAD23BP3	12024	pseudo
54035	PSMD4P1	12025	pseudo
54036	PPP1R2P2	12026	pseudo
54038	POLR2CP1	12027	pseudo
54039	PCBP3	12028	protein-coding
54041	VN1R8P	12029	pseudo
54043	MYL6P1	12030	pseudo
54044	KRT18P2	12031	pseudo
54045	IMMTP1	12032	pseudo
54047	HSPD1P7	12033	pseudo
54048	HMGN1P2	12034	pseudo
54049	H2AFZP1	12035	pseudo
54050	GAPDHP14	12036	pseudo
54051	FDPSP6	12037	pseudo
54052	EIF4A1P1	12038	pseudo
54053	EIF3FP1	12039	pseudo
54054	EEF1A1P1	12040	pseudo
54055	CYP4F29P	12041	pseudo
54058	C21ORF58	12042	protein-coding
54059	YBEY	12043	protein-coding
54064	LINC00160	12044	ncRNA
54065	SMIM11A	12045	protein-coding
54067	C21ORF62-AS1	12046	ncRNA
54069	MIS18A	12047	protein-coding
54072	LINC00158	12048	ncRNA
54075	CHODL-AS1	12049	ncRNA
54082	TSPEAR-AS1	12050	ncRNA
54084	TSPEAR	12051	protein-coding
54088	LINC00113	12052	ncRNA
54089	LINC00112	12053	ncRNA
54090	LINC00111	12054	ncRNA
54093	SETD4	12055	protein-coding
54097	FAM3B	12056	protein-coding
54098	C1QBPP1	12057	pseudo
54099	FBXW11P1	12058	pseudo
54101	RIPK4	12059	protein-coding
54102	CLIC6	12060	protein-coding
54103	GSAP	12061	protein-coding
54106	TLR9	12062	protein-coding
54107	POLE3	12063	protein-coding
54108	CHRAC1	12064	protein-coding
54109	CORD8	12065	unknown
54110	RP29	12066	unknown
54111	HNB1	12067	unknown
54112	GPR88	12068	protein-coding
54113	VUR	41651	unknown
54114	ODPF	41652	unknown
54115	PTOS2	41653	unknown
54119	EIM	41654	unknown
54143	LINC00308	12069	ncRNA
54145	H2BFS	12070	protein-coding
54147	BACH1-IT3	12071	ncRNA
54148	MRPL39	12072	protein-coding
54149	C21ORF91	12073	protein-coding
54165	DCUN1D1	12074	protein-coding
54187	NANS	12075	protein-coding
54205	CYCS	12076	protein-coding
54206	ERRFI1	12077	protein-coding
54207	KCNK10	12078	protein-coding
54209	TREM2	12079	protein-coding
54210	TREM1	12080	protein-coding
54212	SNTG1	12081	protein-coding
54221	SNTG2	12082	protein-coding
54328	GPR173	12083	protein-coding
54329	GPR85	12084	protein-coding
54331	GNG2	12085	protein-coding
54332	GDAP1	12086	protein-coding
54344	DPM3	12087	protein-coding
54345	SOX18	12088	protein-coding
54346	UNC93A	12089	protein-coding
54360	CYTL1	12090	protein-coding
54361	WNT4	12091	protein-coding
54362	DFNM1	12092	unknown
54363	HAO1	12093	protein-coding
54386	TERF2IP	12094	protein-coding
54407	SLC38A2	12095	protein-coding
54413	NLGN3	12096	protein-coding
54414	SIAE	12097	protein-coding
54429	TAS2R5	12098	protein-coding
54431	DNAJC10	12099	protein-coding
54432	YIPF1	12100	protein-coding
54433	GAR1	12101	protein-coding
54434	SSH1	12102	protein-coding
54435	HCG4	12103	ncRNA
54436	SH3TC1	12104	protein-coding
54437	SEMA5B	12105	protein-coding
54438	GFOD1	12106	protein-coding
54439	RBM27	12107	protein-coding
54440	SASH3	12108	protein-coding
54441	STAG3L1	12109	pseudo
54442	KCTD5	12110	protein-coding
54443	ANLN	12111	protein-coding
54453	RIN2	12112	protein-coding
54454	ATAD2B	12113	protein-coding
54455	FBXO42	12114	protein-coding
54456	MOV10L1	12115	protein-coding
54457	TAF7L	12116	protein-coding
54458	PRR13	12117	protein-coding
54460	MRPS21	12118	protein-coding
54461	FBXW5	12119	protein-coding
54462	CCSER2	12120	protein-coding
54463	RETREG1	12121	protein-coding
54464	XRN1	12122	protein-coding
54465	ETAA1	12123	protein-coding
54466	SPIN2A	12124	protein-coding
54467	ANKIB1	12125	protein-coding
54468	MIOS	12126	protein-coding
54469	ZFAND6	12127	protein-coding
54470	ARMCX6	12128	protein-coding
54471	MIEF1	12129	protein-coding
54472	TOLLIP	12130	protein-coding
54474	KRT20	12131	protein-coding
54475	NLE1	12132	protein-coding
54476	RNF216	12133	protein-coding
54477	PLEKHA5	12134	protein-coding
54478	PIMREG	12135	protein-coding
54480	CHPF2	12136	protein-coding
54482	TRMT13	12137	protein-coding
54487	DGCR8	12138	protein-coding
54490	UGT2B28	12139	protein-coding
54491	OTULINL	12140	protein-coding
54492	NEURL1B	12141	protein-coding
54494	C11ORF71	12142	protein-coding
54495	TMX3	12143	protein-coding
